 id x y group
 0 57.02973981038879 0.6533959073180413 "leader"
 1 1.4462200090320296 51.59726993562814 "traditional"
 2 6.62975200139767 27.81406698195427 "postmaterial"
 3 78.64488245994863 86.34931285329634 "leader"
 4 66.3090783579192 35.749648878489 "mainstream"
 5 95.61242196069186 17.43435364861855 "mainstream"
 6 10.887527522145756 70.53828255121007 "leader"
 7 91.74899175159558 5.0537966999672435 "mainstream"
 8 54.94520235191222 11.88298953343879 "traditional"
 9 90.55505198186842 29.162772989507264 "postmaterial"
 10 0.16712477496938583 94.4863393316952 "leader"
 11 89.00934453820867 50.949415031288375 "leader"
 12 62.60379989674458 28.488008632610402 "hedonistic"
 13 61.70491051123015 23.49658471304773 "leader"
 14 7.597172053569693 -0.4800478672346775 "traditional"
 15 13.57076018967858 74.87043963009428 "leader"
 16 54.97862613112461 15.150646764429439 "postmaterial"
 17 81.38376682908803 20.075502335214903 "hedonistic"
 18 69.88772905200302 3.233383474863369 "traditional"
 19 66.72711618908941 41.003990964853756 "hedonistic"
 20 15.156091366530086 40.409914583795 "leader"
 21 17.472723604407374 76.9695161952054 "leader"
 22 96.3971903869563 57.740764784310656 "traditional"
 23 75.49196299102667 10.414294529758628 "postmaterial"
 24 25.492412522583194 92.220106806255 "mainstream"
 25 10.381074622907981 57.99291998712655 "mainstream"
 26 29.277429862049956 61.30626575828201 "postmaterial"
 27 84.1624804319022 18.770245774291073 "mainstream"
 28 70.95310801856924 73.36333441434859 "hedonistic"
 29 85.5435803150039 68.96527097813141 "leader"
 30 86.6398422370419 35.72262324036858 "mainstream"
 31 32.61808253958771 68.03049539226241 "mainstream"
 32 9.248571516242714 70.9412229051559 "traditional"
 33 58.67934375889592 37.863985164345024 "leader"
 34 54.445938341292624 63.94175363519825 "hedonistic"
 35 76.37280764160727 97.99222575665527 "traditional"
 36 66.96083670038874 9.16287797732493 "leader"
 37 90.90540721346834 4.939456466935357 "mainstream"
 38 35.902494492969176 72.88759899075038 "traditional"
 39 73.70225072554632 90.21906874679831 "postmaterial"
 40 68.15712834151347 68.48225714021792 "traditional"
 41 13.120041284250746 53.17367143256052 "mainstream"
 42 99.77391597159261 86.47088382911586 "mainstream"
 43 80.6528034549732 24.388528693069638 "mainstream"
 44 90.74296044816036 34.42330798841297 "traditional"
 45 94.05999059815821 76.26966351894798 "hedonistic"
 46 23.342354129123944 27.30880142886145 "leader"
 47 56.88055981366593 69.11781248374623 "leader"
 48 90.28763859389484 48.94062859790779 "postmaterial"
 49 92.09126147470435 0.8780769687824479 "mainstream"
 50 13.668981940774389 34.25592583049048 "leader"
 51 35.644842298229136 90.91370301489955 "traditional"
 52 44.70799338406713 39.454445088733706 "leader"
 53 49.931170664177245 14.426091063128199 "hedonistic"
 54 9.434536124067286 74.83184771550818 "mainstream"
 55 75.07569322114792 86.48193068763712 "mainstream"
 56 64.10612863778054 94.66884171672051 "mainstream"
 57 57.06908257305547 30.814888465555377 "hedonistic"
 58 95.24804425367 78.59946473408908 "hedonistic"
 59 39.554197791078884 8.786961084334958 "leader"
 60 6.35925446344914 9.22140050095149 "traditional"
 61 75.22081849811111 59.67980073371378 "traditional"
 62 37.20679973964946 70.94804145795963 "leader"
 63 69.02670993452212 58.187617263659206 "traditional"
 64 12.117140584078054 34.65602989303575 "postmaterial"
 65 10.115976600346375 66.54247765116125 "leader"
 66 77.55807061872753 16.941239328407992 "leader"
 67 13.502287450386032 53.91877270068762 "mainstream"
 68 62.731186461927685 28.686185829692604 "mainstream"
 69 43.33065559546643 77.58189415940514 "postmaterial"
 70 73.85247620816553 80.85344884541706 "mainstream"
 71 4.751046215098037 24.817326281753097 "hedonistic"
